"3695766","3","305000000","62","Apartamento para la venta en La Estrella, sector la Aldea","La Estrella","La Estrella"
"4233317","4","280000000","65","Cómodo apartamento en zona residencial del sur","La Estrella","La Estrella"
"4288110","4","330000000","67","Antioquia - La Estrella - La Ferreria","La Estrella","La Estrella"
"4294443","4","320000000","81","Venta. Apartamento. Itagüí. Yarumito. P. 15 C. 4843706","La Estrella","La Estrella"
"4238369","4","270000000","63","Antioquia - La Estrella","La Estrella","La Estrella"
"4281386","4","430000000","105","Apto Suramerica Itagui","La Estrella","La Estrella"
"4132963","3","250000000","55","apartamento la estrella sector suramerica","La Estrella","La Estrella"
"4302876","4","315000000","68","Apartamento en venta en La Estrella, La Ferrería","La Estrella","La Estrella"
"4305830","4","260000000","57","APARTAMENTO EN VENTA - SECTOR LA FERRERIA. LA ESTRELLA COD: 24987","La Estrella","La Estrella"
"4191286","5","580000000","116","Antioquia - La Estrella","La Estrella","La Estrella"
"4191303","4","780000000","196","Antioquia - La Estrella","La Estrella","La Estrella"
"3009073","4","360000000","80","Apartamento para estrenar, Ferreira, en la Estrella, Antioquia.","La Estrella","La Estrella"
"3846262","3","155000000","47","Venta Apartamento La Tablaza – La Estrella, Antioquia.","La Estrella","La Estrella"
"3954628","4","830000000","2000"," VENTA DE CASA EN LA ESTRELLA  SECTOR LA TABLAZA","La Estrella","La Estrella"
"3967094","4","350000000","87","Antioquia - La Estrella - Suramerica","La Estrella","La Estrella"
"3936482","4","398000000","86","Apartamento en Venta. La Estrella, Suramérica.","La Estrella","La Estrella"
"2730370","4","375000000","86","Antioquia - Itagui - Suramercia","La Estrella","La Estrella"
"4224812","3","215000000","50","Antioquia - La Estrella - La Tablaza","La Estrella","La Estrella"
"4287757","4","260000000","57","Antioquia - La Estrella - La Ferreria","La Estrella","La Estrella"
"4291682","4","630000000","117","Casa Venta La Estrella Toledo 117 m2","La Estrella","La Estrella"
"4295318","4","315000000","79","Antioquia - La Estrella - La Ferreria","La Estrella","La Estrella"
"4300083","3","215000000","59","APARTAMENTO EN VENTA - SECTOR LA QUINTA, LA ESTRELLA COD: 24939","La Estrella","La Estrella"
