"3545402","4","950000000","1204","Se vende casa campestre en cerritos "
"3548462","6","1800000000","1590","VENTA CASA CAMPESTRE CONDOMINIO EN CERRITOS"
"3551266","3","250000000","180","VENTA CASA PEKIN FUSA 180MTS 250 MILLONES"
"3561190","5","6900000000","1500","Antioquia - Envigado - Alto De Las Palmas"
"3561585","6","2200000000","380","RECODO COUNTRY, VENTA, APTO, 380 M2, PISO6,BOGOTA"
"3562569","4","450000000","53","Apartamento en venta o arriendo Centro Internacional Bogotá"
"3564463","4","380000000","76","Venta de Apartamento Cumbres Envigado"
"3564716","6","270000000","78","APARTAMENTO EN VENTA, CIUDAD JARDIN, SUR, CALI"
"3570890","6","2500000000","348","Antioquia - Medellín - Altos Del Poblado"
"3572023","5","338000000","93","Se vende apartamento en La Hacienda Cali sur"
"3575990","5","550000000","288","Atlántico - Barranquilla - Los Nogales"
"3577047","5","290000000","105","VENDO APARTAMENTO AMPLIO - EXCELENTE UBICACION - VILLA SANTOS"
"3580385","4","590000000","107","APARTAMENTO EN VENTA COLINA CAMPESTRE, 3 HAB, ESTUDIO, 2 PARQ"
"3583652","3","209000000","65","Venta de apartamento en Medellin, El Rodeo"
"3591289","3","420000000","72","Venta casa en Madrid sector Serrezuela"
"3600110","5","580000000","155","Apartamento para la venta en Medellín Laureles"
"3600326","6","430000000","160","VENDO APARTAMENTO EN PINARES PEREIRA"
"3600335","4","310000000","50","VENDO CASA EN EL PARQUE INDUSTRIAL PEREIRA"
"3600339","5","300000000","88","VENDO CASA EN LA LUZ VILLAVICENCIO"
"3600353","6","550000000","2050","CASA CAMPESTRE EN VENTA  EN COMBIA PEREIRA"
"3600374","6","700000000","250","SE VENDE O SE RENTA CASA EN PINARES PEREIRA"
"3600378","6","420000000","102","SE VENDE APARTAMENTO EN LOS ALAMOS PEREIRA"
"1681149","5","1400000000","350","INCREIBLE CASA EN ALHAMBRA PARA VENDER"
"3937436","5","310000000","105","CASA EN VENTA EN LA AVENIDA SUR PEREIRA"
"3938219","3","950000000","3200","Antioquia - Santa Elena - Vda El Plan"
"3942709","4","310000000","83","VENDO APARTAMENTO VILLA CAROLINA-BARRANQUILLA"
"3942841","5","500000000","111","APARTAMENTO EN VENTA, NORTE"
"3942894","3","265000000","90","Venta de Apartamento San Antonio de Pereira, Rionegro"
"3943355","3","240000000","70","Apartamento en venta Copacabana Cristo rey"
"3943380","4","275000000","78","Venta apartamento en Gardena 36 "
"3944523","2","550000000","2500","Casa Campestre en Venta con Kiosko para Negocio en Fontibon, Rionegro"
"3945531","5","580000000","120","ARRIENDO/VENDO APARTAMENTO EN RINCON DEL CHICO"
"3613252","4","330000000","67","VENDO APTO CEDROS"
"3615487","5","190000000","60","VENDO APARTAMENTO EN GALICIA PEREIRA"
"3616200","4","890000000","1040","Venta Casa finca Vereda El Rodeo, Sopetran"
"3623486","4","600000000","203","ACOGEDORA CASA EN MOSQUERA - VENTA "
"3639669","3","180000000","42","Vendo Apartamento en Villa del Rio, Estrenar, piscina"
"3639802","2","850000000","3200","Antioquia - Santa Elena - Vereda El Plan"
"3649263","4","189000000","72","SE VENDE APARTAMENTO EN PRIMERO DE MAYO (MIC) W3424078"
"3649290","4","370000000","160","VENTA CASA TIERRA GRATA  FUSAGASUGA 160MTS 370 MILLONES"
"3655034","4","185000000","72","APARTAMENTO EN VENTA, PRIMERO DE MAYO, SUR, CALI"
"3655768","3","1450000000","483","CASA LOTE EN VENTA, SAN PEDRO, CENTRO, CALI"
"3656070","2","325000000","85","VENTA CASA RENTABLE EN BOSA JOSE ANTONIO GALAN BOGOTA "
"3656554","5","475000000","100","Vendo Hermoso Apartamento con terraza en la Alhambra"
"3660113","5","298000000","105"," APARTAMENTO EN VENTA  3 CUARTOS POR EL CENTRO COMERCIAL VIVA"
"3662008","4","1300000000","14400","VENDO FINCA EN COMBIA PEREIRA"
"3664840","4","478000000","363","SE VENDE CASA LOTE - SECTOR  - OLAYA"
"3667627","4","360000000","111","Apto. venta Ricaurte"
"3672104","6","1650000000","2604","Meta - Restrepo - Casa De Campo"
"3875282","3","220000000","58","VENTA APARTAESTUDIO BOGOTA GALERÍAS PARA ESTRENAR"
"3875558","5","1000000000","2500","Casa en Condominio campestre en La Mesa"
