"3434888","4","250000000","2500","Espectacular Lote En San Jerónimo. 2,500m2","San Jeronimo"
"4115426","2","320000000","3200","Lote en San Jerónimo","San Jeronimo"
"2991685","0","320000000","100","Casa en San Jerónimo","San Jeronimo"
"3972344","3","250000000","297","CASA EN VENTA EN CARTAGO VALLE B/SAN JERONIMO","San Jeronimo"
"1603859","3","1000000","3500","Fincas de Recreo San Jeronimo-Antioquia","San Jeronimo"
"4335610","0","308000000","2800","Venta Lote En San Jerónimo","San Jeronimo"
"4333223","0","420000000","4600","Se Vende Lote En San Jerónimo","San Jeronimo"
"4332768","0","1710000000","20000","Venta Lote Para Parcelar En San Jerónimo","San Jeronimo"
"4336528","0","450000000","20000","Venta lote en San Jerónimo","San Jeronimo"
"3583909","4","1000000000","3600","Hermosa Finca - San Jerónimo. 3,600m2","San Jeronimo"
"4189036","0","350000000","83","Apartamento en venta","San Jeronimo"
"4337832","0","612000000","10200","Venta lote en San Jerónimo","San Jeronimo"
"4332817","0","230000000","2580","Venta Lote En San Jeronimo","San Jeronimo"
"4336790","0","260000000","2600","Venta Lotes En San Jeronimo","San Jeronimo"
"4333758","0","450000000","3000","Venta Lote En San Jerónimo","San Jeronimo"
"4337096","0","420000000","4680","Venta Lote En Parcelacion En San Jeronimo","San Jeronimo"
"4337267","0","1080225024","43209","Venta De Lote En San Jerónimo","San Jeronimo"
"4333112","0","320000000","5700","Venta Lote En San Jerónimo","San Jeronimo"
"3887061","3","330000000","2600","LOTES FINCA","San Jeronimo"
"4165777","4","1200000","2000","Renta de finca de recreo en Medellín Antioquia","San Jeronimo"
"3897476","3","350000000","2600","PARCELAS/ LOTES FINCA","San Jeronimo"
"4166739","4","1100000","900000","Renta de finca de recreo en Medellín Antioquia","San Jeronimo"
"4168067","4","1200000","1000000","Renta de finca de recreo en Medellín Antioquia","San Jeronimo"
"3954992","0","270000000","3114","VENDO FINCA AGROINDUSTRIAL EN SAN JERONIMO","San Jeronimo"
"3507368","4","200000000","2600","Espectacular Lote En Urbanización  San Jerónimo. 2,600m2","San Jeronimo"
"3644386","3","1100000","1200","Renta de fincas de recreo en Medellín","San Jeronimo"
"2968982","0","290000000","356","Venta de cabañas y fincas en San Jerónimo","San Jeronimo"
