"2454885","3","1200000000","4900","Vendo FInca 3 casas Guarne parque Arvi","Guarne"
"2453423","3","330000000","900","CASA CAMPESTRE 900 MTS GUARNE 330 MILLONES","Guarne"
"1905914","3","350000000","1800","FINCA GUARNE AUTOPISTA 350 MILLONES","Guarne"
"3433214","5","790000000","300","Espectacular Finca En Venta - Guarne. 300m2.","Guarne"
"1634829","3","430000000","4000","ven cambio finca en guarne","Guarne"
"1655878","3","400000000","2000","finca en guarne via aeropuerto","Guarne"
"2532618","0","970000000","29000","HERMOSA FINCA EN GUARNE MUY CERCA A LA AUTOPISTA","Guarne"
"4351271","0","450000000","1716","Venta Lotes en proyecto Guarne","Guarne"
"4376298","0","420000000","1716","Venta Lote en Guarne Proyecto","Guarne"
"4376054","0","400000000","2000","Venta Lote en Guarne Proyecto","Guarne"
"4352203","0","400000000","2000","Venta Lote en Guarne Proyecto","Guarne"
"4355239","0","340000000","2085","VENTA DE LOTE EN GUARNE","Guarne"
"4363438","0","630000000","2100","Venta de lote en Guarne","Guarne"
"4370416","0","450000000","1888","Venta Lote en Guarne Proyecto","Guarne"
"4346402","0","400000000","1974","Venta Lote en Guarne Proyecto","Guarne"
"4356029","0","450000000","1888","Venta de lote en Guarne Proyecto","Guarne"
"4355226","0","550000000","1597","Venta Lotes en Guarne - Proyecto","Guarne"
"4349285","0","450000000","2075","Venta de lote en Guarne","Guarne"
"4368261","0","450000000","2000","Venta Lote en Guarne Proyecto","Guarne"
"4361210","0","420000000","2100","Venta de lote en Guarne","Guarne"
